,Identifiant,Noms des fichiers,Tailles des fichiers
1812,a980d999-bcd1-4d89-9076-7f0f74c3ac91,[],[]
1813,oai:search-data.ubfc.fr:FR-18008901306731-2015-03-08,[],[]
1814,Regularb_fleurs,[],[]
1815,dfbaa674-c183-4200-b385-584e87e19176,"['REXrecueil2018.jpg', 'REXrecueil2018_s.png']","[44491, 72108]"
1816,271cf824-cfb9-41af-bf2c-384d9b25ffbd,[],[]
1817,0c98416c-1ba7-45f6-89e4-03723fae9b49,"['2stations_hydroclim.png', '2stations_hydroclim_100px.png', 'fname.png', 'fname_s.png']","[111462, 9619, 887593, 87809]"
1818,a9d42540-d081-4875-921c-61d4189618a7,[],[]
1819,Dossier_2019_Enqu%C3%AAtesPolitiques_COTERRA,[],[]
1820,79fbe4b9-20a8-41ea-80c1-bc55ba909d5c,[],[]
1821,eddb8d1f-a207-4c0e-a102-d0171b1a264a,['b290.png'],[99162]
1822,52e34a6d-e062-4932-a26a-95cf9c2c168f,['20220616_Bateau_PortoVromi_zone2_PtCloud_2cm_utm34N.bin'],[820180519]
1823,a34f1a52-3ac7-4059-b8fa-4dc46a45ee07,"['Sans titre10-low.jpg', 'Sans titre10.png']","[519681, 11736303]"
1824,ada4eb63-5b58-456a-bd83-b8dc8a6bd867,"['Puits_mine2.png', 'Puits_mine2_s.png']","[147030, 6626]"
1825,29b0b2ab-aadb-48f2-bb23-385d7baef004,[],[]
1826,c711d8e3-86f1-4d34-a7d4-6ee3b8869693,[],[]
1827,81d567de-0b18-45c3-9cb0-287d78b60309,[],[]
1828,3c81d163-d656-441c-ad86-4c76a40b5757,[],[]
1829,e7bc40a0-83f1-4374-93f6-5fb813a3abde,"['5.png', '5_s.png']","[598397, 56179]"
1830,1e367f75-3bba-4d50-977b-0d5ef0d66cdb,"['site_B.png', 'site_B_s.png']","[489414, 70774]"
1831,21258df8-7260-41ac-b745-44c3501d39b5,[],[]
1832,c2423f02-b5e8-40fd-ac08-11043ee93710,['map_pollutionsecurity_length.png'],[219944]
1833,9bb70940-060b-423a-acb9-8f88d515c676,"['Eyrieux 2012b.jpg', 'Image Brégnier1.JPG', 'Image Brégnier2.JPG', 'Image Donzere 2.JPG', 'Image Donzere.JPG', 'Photo bac Rhinau.JPG', 'Zone Humide Ain1.JPG', 'Zone Humide Rhône Jons.JPG']","[3008660, 30336, 19572, 42047, 49560, 35302, 3871947, 4097137]"
1834,82b6d4b9-bf0e-4de5-ab90-933a985d50ee,[],[]
1835,d99b9502-d6ac-4c34-b19e-f120b5e265fd,['map_refrigeratedcargoship_speed.png'],[2168401]
1836,a14849fe-79f4-4da2-824d-a9883be0835b,['Anglais_vignette.png'],[195387]
1837,75b8c860-1b3b-49a6-84ea-de638e248591,[],[]
1838,cb256859-e66d-432b-9572-e2031534c230,['AGOA_trajRAST_2019-12-20.zip'],[324404]
1839,131a44e4-abba-4c15-85ac-14cef57ca5b4,"['ecobio_62.png', 'ecobio_62_s.png']","[3374188, 158377]"
1840,979ba08e-ba29-44a7-9940-142ef4bed659,['generalcargoship_q4_speed.png'],[684870]
1841,8cb35e66-299c-4fda-b3e6-64d3d7cc9e64,['Child6.jpg'],[972241]
1842,799cd390-e4fd-4c02-9163-41ef0baa82c9,['Tromel_sept20.PNG'],[1490771]
1843,6b85cf19-246b-4173-821c-7dcc8c398c36,[],[]
1844,oai:search-data.ubfc.fr:FR-18008901306731-2017-02-07-07,[],[]
1845,92fce03f-fbf7-44d3-8ee2-f57259689e5f,[],[]
1846,1c039e71-9623-438e-b083-3e26ebfc1881,['Milieux_naturels_bande_100m_Horn.zip'],[9291]
1847,e8b2d321-1707-4454-8c65-67ef375ead51,[],[]
1848,oai:search-data.ubfc.fr:FR-18008901306731-2017-02-07-02,[],[]
1849,7a9d1fdf-2139-44ce-9bf0-ca6e7c5b4696,[],[]
1850,oai:search-data.ubfc.fr:FR-18008901306731-2017-02-07-06,[],[]
1851,oai:search-data.ubfc.fr:FR-18008901306731-2017-02-07-05,[],[]
1852,2c35db32-1989-46c2-acb4-edf48804ef25,[],[]
1853,metadata-cp2,[],[]
1854,616e23f2-68e2-4fcf-a6d2-9d7819839408,[],[]
1855,59fcadc6-e1aa-465b-8b0a-b7ab48617c7a,[],[]
1856,cc7a0c23-2271-4711-b0d1-867dd4038bcd,['2016_06_23_vol_hd_report.pdf'],[4585946]
1857,41d86c18-ef66-47ff-b228-8b0e8452a094,['20090625_Porsmilin.png'],[211434]
1858,9fa3f16f-96b4-4a49-87bc-1e31e28472f9,"['Occupation_du_sol_de_la_zone_D_du_site_de_Pleine_fougres_ZAA_1982.png', 'Occupation_du_sol_de_la_zone_D_du_site_de_Pleine_fougres_ZAA_1982_s.png']","[291431, 19981]"
1859,metadata-cp4,[],[]
1860,8c69fe54-5d8c-430b-b3b8-faf00e1ff103,['1950_PAP.zip'],[71114581]
1861,53686551-1226-43c6-991b-70e7f623f86a,[],[]
1862,454486c3-c883-4c83-888b-a056c61d97f1,[],[]
1863,23ad472d-c186-4b14-8631-01b3d5016afc,['b167.png'],[69926]
1864,dbade7ce-429b-419c-b61b-ca05b5c1507e,['Capture.JPG'],[79714]
1865,oai:search-data.ubfc.fr:FR-18008901306731-2017-02-07-10,[],[]
1866,73294822-b55a-4e7f-bf49-e75fc659382a,[],[]
1867,8f4b1ee1-b0c4-47ad-9084-d30888d3add3,['map_refrigeratedcargoship_time.png'],[1713592]
1868,5d9a0b0d-62cd-4359-9f2d-e91a8bbc386f,[],[]
1869,4c49054e-27f7-4a93-9bf5-075e6afca9ac,[],[]
1870,86e55874-920e-47ee-9f8b-06b1dd080b62,['map_service_q1_speed.png'],[289173]
1871,163b7e7c-b56c-4aa8-846b-ff2d8aa41804,['sougeal_2019-07-12_MS.jpg'],[111824]
1872,9c8181fa-df7c-4f53-8f89-c9633e5df6e3,[],[]
1873,24343f14-0b76-4195-bf8e-5d18698aef51,[],[]
1874,96a29416-9293-42f6-9f4b-cfc37ab7705c,[],[]
1875,FR-130005457-201808290955-1743_OCS_LIVE_Rohrschollen_L1,[],[]
1876,07709949-0749-4bf6-8ec6-66eb4f01e26a,[],[]
1877,8b6a8ed2-a669-415f-9483-56302686a4d1,['Lacs.zip'],[14682]
1878,95c374b0-25b1-4f79-8728-ab3f3444dba2,['Berambadi-geom-17.zip'],[2488248]
1879,ModZA-ZATU,[],[]
1880,8bedd837-fbe5-4254-bd03-692601361a36,['2011_13_70155_s.jpg'],[25942]
1881,5d2b784a-e064-4bcd-b81e-452c8fdf406c,['branciard.png'],[419245]
1882,2ed000d6-d7fc-4615-9d31-01db23467a38,[],[]
1883,2307b64e-502c-4239-a237-c764d8e0baed,['TRAIT_COTE_LOPERHET_Sillon_Kersanton.JPG'],[89548]
1884,5bf28244-344f-43d5-82c2-c06a3786cace,['VignetteBIODIVMARG.jpg'],[26813]
1885,aeb8ac74-cb32-4c8a-8f3f-692c18ef3123,['1963_PAP.zip'],[83723018]
1886,838881c4-9298-491a-aca5-0dfa059dfa03,[],[]
1887,2d05d7df-0496-44fd-b5e6-85939dddd96b,[],[]
1888,6cf591c2-147a-4fa0-8038-20a2202afbf0,[],[]
1889,db754b08-9b08-4ec3-8a16-c440139fe31f,[],[]
1890,c3681022-a841-4a7a-945c-11a6e58ac5b9,['Niveau3_SPOT_Menez_Converti.png'],[712167]
1891,d9cd9031-02f7-4224-9006-e866b2401fff,"['Pizay.JPG', 'Pizay_s.png', 'tillet.JPG']","[3458689, 67689, 4150773]"
1892,4e9a3352-90ea-4381-80f3-dfcf7c80ded0,[],[]
1893,7a313be2-b596-4358-80f5-4363801c977a,"['2010-13-70265_s.jpg', 'imageQB-2006_XS.png', 'imageQB-2006_XS_s.png']","[20755, 949813, 61869]"
1894,22f5b498-90e5-4201-aaf8-03df3275e463,[],[]
1895,3de82c44-54b8-4f5c-b576-63a2ada79cb7,[],[]
1896,8965a897-538d-4bd7-939f-18d23a72c3e2,['b141.png'],[77594]
1897,cc4b7bcb-fd0b-4913-8163-b9f29b941022,[],[]
1898,ab59e71b-9e22-45a9-b172-f21043caef5b,['Rplot04 (1).png'],[281189]
1899,e6f97f72-96b3-4daa-baea-159b54dcabc6,[],[]
1900,e97b10e4-76c9-4f0b-a950-50ec8c527bec,['2010_13_70188_s.jpg'],[22102]
1901,221919dd-a8a4-4cec-b55c-210da5cd014a,['map_service_q3_time.png'],[269269]
1902,1073a1b0-8599-4362-8ba8-7816df67f0ba,['blancs sablons.png'],[2068304]
1903,56696c69-6317-4bb5-a1b3-a1201948a787,[],[]
1904,11f914d3-6bc4-4d03-afdb-25c5a28af4b5,['EWH_wghm2.png'],[1163404]
1905,a166fa5c-9d0b-4485-89c5-2faf6f8462e7,[],[]
1906,1606211754672-1,[],[]
1907,SNO-HPLUS-POITIERS-GEOCHEMICAL-CYCLE,[],[]
1908,413f2563-56d8-4ae9-9a70-5f92b7ebfc6a,"['haie_siteB.png', 'haie_siteB_s.png']","[505674, 54960]"
1909,8c58136d-cc0b-4f39-bd27-9b67761ee4e1,[],[]
1910,4c9c050c-40ac-48e4-8f20-f7cd4b9ed6e1,[],[]
1911,0d43d669-e641-4d8f-8391-9b19f05cfceb,"['Casiers Girardon (13-04-15) (11) Digue Saxy 1 - Saxy 2.JPG', 'Casiers Girardon (13-04-15) (4) R2.JPG']","[1540200, 697774]"
1912,58348159-9a38-4aca-9701-a10ebda44918,['CaptureFalaisePorsmi_nov2019.png'],[1168777]
1913,FR_OHMI-NUNAVIK_2103_JO,[],[]
1914,f3daa693-93ed-47cb-9a89-be38eac9dbcc,[],[]
1915,5bbff0d5-f7fc-4357-8912-7698eda4d2fe,[],[]
1916,905775cb-22f7-48c7-800d-12c423bcb4c3,['carlitto.zip'],[3888791]
1917,9b386490-2043-4680-b5ac-45c8324d2809,['20220120_PtCloud_PorzhKoubou_Lb93.zip'],[625770756]
1918,631c2387-7356-4858-a62d-abe0e01d6ceb,[],[]
1919,07067021-d720-4ce1-ab44-75626ba5830a,['PLUSynth_LeRove.jpg'],[5809]
1920,157758ba-05b3-4d40-8958-95efe15a8938,['vignette-juin2015.tif'],[2672622]
1921,78f93047-74f8-4419-ac3d-fc62e4b0477b,"['phy.gif', 'phy_s.gif']","[52877, 6852]"
1922,e1757bef-c0ea-4011-ad06-1a3ae8da2485,[],[]
1923,fc86ebf4-4f49-4b8d-8bf0-b0c4b768b85b,[],[]
1924,b767897a-f2bf-40ea-bd5e-3dcac974f08d,['CharnieMNS.png'],[1984850]
1925,e8d9d09a-e0e1-4448-9644-1b8796a991e4,[],[]
1926,c4c7948a-5f11-4da0-b72d-705008c9bf2c,[],[]
1927,5b87aa03-48f0-4ed1-b0d5-329cbfc3edbf,[],[]
1928,a600c04a-9c45-4206-90dd-9919b131e8d5,[],[]
1929,29e85205-f44a-420c-ae17-afb1d1b055f4,[],[]
1930,95507937-8eb3-493f-8b37-a5503417dc2c,['Figures_Contribution_Plancton_Atlas.zip'],[30255390]
1931,6014ce0a-200f-4717-a64e-626e9339fc22,['2010_13_70057_s.jpg'],[26169]
1932,d788debf-1d87-4790-a7e7-27107157b362,"['34.png', '34_s.png']","[861193, 68557]"
1933,c97f2b52-828c-46f0-8e8f-3c8bd1d0db24,['Leonard_et_disciple.jpg'],[23327]
1934,95cffc70-5a88-4565-8043-ea965b11024d,['PROFIL_PLAGE_LAMPAUL-PLOUDAL_Plage_Coulouarn.JPG'],[92169]
1935,8e58a12a-d2dd-4ac2-8989-589608be33fc,[],[]
1936,6db4ea13-6dc6-4b56-bad9-912f00717c71,[],[]
1937,089d2743-1511-4b67-89f7-098cfb1ab263,['vignette_s.png'],[14051]
1938,c2356790-bae8-49d2-99b1-9dbd7dfcfc9e,[],[]
1939,2cc9562c-7ec7-4f8a-9225-3ae4a2aec7fd,['sougeal_2019-08-27_MS.jpg'],[123903]
1940,c8b77f9a-95ca-4bea-9bfa-1860e5c108a4,['2021-07-19_Canut-Hermitage_DSM.jpeg'],[1710252]
1941,cd4942fd-2778-46a0-bba7-284a6948184a,[],[]
1942,66d03731-4fb5-4a31-a763-29279e0f40b3,['livestockcarrier_length.png'],[29364]
1943,1b647786-9280-40ae-99b2-fb182d300114,[],[]
1944,3f075e3d-bb33-4d20-9d11-7247ee2b81ad,['vignette-juin2015.tif'],[2672622]
1945,aced5a82-6a37-48b1-8e32-0cc17bed2d93,['VignettePhotosArles.jpg'],[179064]
1946,c4d8a6cb-b3d8-4a09-8016-dc9c4d93725c,[],[]
1947,abd9dc3e-02ee-4e9e-b26d-2f211b41d59d,"['Eyrieux 2012.jpg', 'Fabae wegelini.JPG', 'Fabaef breuili.jpg', 'N virei 3.jpg', 'Potamopyrgus 3.JPG']","[3140685, 15544, 20851, 207195, 15020]"
1948,a04813a9-7a1b-4d6b-b36b-9efcaeb9ac05,[],[]
1949,eaa64b9d-0d3c-496d-b316-128c143210dc,['b61.png'],[121317]
1950,e0d88a30-1803-4a18-a31a-6122377b0acd,['data_salinity_illustration_20230328_1021_mosaic.png'],[329257]
1951,a3a12bda-a9b9-4212-9067-e8935c006d4e,[],[]
1952,722636d1-b115-4604-85d0-90fb018331ed,[],[]
1953,e0695815-231b-47b4-915b-6f660d3cd2a6,['Bandeau2_1200_x_249_s.png'],[14147]
1954,11108023-3086-40cb-91f5-43cd56d464d9,[],[]
1955,f69abf04-45a2-4bdb-b79d-50a6a001646c,[],[]
1956,83d7b4e8-3d9a-42fe-bfe6-3116d7ddf912,['ExMNT250609+Details.PNG'],[541836]
1957,2b14078f-742b-43c6-9143-d155e4929a4d,[],[]
1958,da8177db-e476-45a0-aff5-f21e140d5990,"['PierreBé(crédité).JPG', 'Rhoneco_Pierre-benite.PNG']","[28687, 11981]"
1959,636eb386-a2fe-4a97-b017-fd7f0801ae6c,['PROFIL_PLAGE_LAMPAUL-PLOUDAL_Plage_Coulouarn.JPG'],[92169]
1960,a19b930d-ed9d-4322-ba12-293fdbd4ebf2,"['emprise_ZA.png', 'emprise_ZA_s.png']","[1065306, 84801]"
1961,4bc61ff8-6649-4565-b380-15121b0e815b,[],[]
1962,8d561836-9470-4516-8602-248a05b72748,"['Atlas_rhone-60.png', 'vignette_1760.png', 'vignette_1760_s.png']","[1469544, 1633335, 79087]"
1963,6137bf2a-7483-4f11-8413-9ff5c215f0ae,['CDL.jpg'],[5843]
1964,35e70f6b-7362-4935-9aba-18dce8202b2a,[],[]
1965,ecd3c3a7-58ae-4f11-8cce-8b00d1e506c9,[],[]
1966,95896c4e-858c-49f6-b4c2-e22e35b6cc19,"['FR-180089013-BURENS4078741782-04.jpg', 'FR-180089013-BURENS4078741782-04small.JPG']","[59773, 20804]"
1967,3365cff3-9380-411d-b7e9-8108d065bb5a,"['12 mai 2010 092.JPG', '2010-05-12 Morcille diag Rive Droite 003.jpg', 'DSC_9305.JPG', 'Seuil-Versauds056.jpg', 'StEnnemond.jpg']","[77012, 1049982, 4689221, 1099575, 254911]"
1968,Dessins%20d%20enfants%20environnement%20et%20scientifique%20de%20l'environnement%20avec%20commentaires%20et%20questionnaire%20socio-professionnel,[],[]
1969,adf3b488-e735-43b7-a818-a3a5bea59a9a,['b281.png'],[102616]
1970,ecb3e98c-f21a-4c2f-8f35-f7302f3384bf,[],[]
1971,96c9ae93-a638-495b-9ea8-5347065b4f40,['P1060056-768x576[1].jpg'],[122877]
1972,507acb25-4a51-4eaf-90fc-a2c9b25ae1db,[],[]
1973,f586e9b6-96c6-4968-aa5b-4222137fea34,[],[]
1974,41daf15c-c21c-442a-9c07-bee03feb503f,[],[]
1975,65e60d74-35f3-4c39-ae01-ffb3d90e9cfc,['b43.png'],[94567]
1976,0cca3c8e-d4e4-409a-9ad2-25a95f03c51a,"['MNT_REL.png', 'toit_de_galet.png', 'toit_de_galet_s.png']","[872054, 906297, 63601]"
1977,493a9c6b-25f8-408a-8c7b-58d29ef4c5aa,[],[]
1978,a787eae6-a72c-4d17-817f-9c2a5b5bb057,"['GPS_data.zip', 'thumbnail4617469326665620917.png', 'thumbnail6028116532635039366.png']","[1563914, 11769, 58741]"
1979,5140c0a4-c16d-4ebb-b145-179529aa900e,[],[]
1980,ad6f82be-5a14-4cda-9166-ae9153520a93,[],[]
1981,c930b82f-04e2-47e3-b4e4-dac9b14d94dd,[],[]
1982,62d54588-61a4-43d2-9924-a13e9f797d8e,['10_MNT_VN_30janvier2017.png'],[9449720]
1983,cb5f67c8-9503-4af0-8bfc-d328b849ca0b,[],[]
1984,e2a20848-8f68-47c0-a4f0-d2768f8ca7c8,"['FR-180089013-CAROZZA4042241681-01.jpg', 'FR-180089013-CAROZZA4042241681-01s.jpg']","[397386, 24515]"
1985,c9c166f7-6bd3-4fa3-bd0e-a7ba8068f55f,[],[]
1986,7b3e7ddd-641d-4bca-924f-7d12d8c09dac,[],[]
1987,7542b7bd-8e19-46a1-9dae-7168fc59c688,[],[]
1988,9147a096-cf99-4586-a975-317ab5afc96d,[],[]
1989,9c4d6ae0-2030-4c6b-ba60-b5ac7572b8da,[],[]
1990,00671f7f-a22c-447d-be35-f32bac1c3db7,[],[]
1991,4ca3ae7d-0642-46f6-97ca-156548ded8fc,"['2011_13_70220_s.jpg', 'terrilMolx.png', 'terrilMolx_s.png']","[28268, 635950, 44245]"
1992,0bb19ce4-beea-4fe7-abed-ace4e6b8277f,[],[]
1993,868f09e3-29a9-4505-b7ba-8249d7faf576,"['02.png', '02_s.png']","[137613, 17426]"
1994,ff468e1b-9199-45be-843d-eb6295e1abe3,[],[]
1995,58e954f0-b851-4110-ab4f-2b9c3eb14b4f,[],[]
1996,b0d8b28f-aaec-4f7c-8ac3-77eeaa5f2df2,['donnees_tabulaires_2.png'],[12199]
1997,FR-130005457-201808290955-2010_OCS_LIVE_Rohrschollen_L1,[],[]
1998,47059d14-be39-43b3-8c04-0d5e40712178,[],[]
1999,566da397-3a8b-403b-bbbc-32bea52e76b3,[],[]
2000,735ef77d-c474-4dfd-911b-236431776021,['20080915_Porsmilin.png'],[274498]
2001,e6aad7ee-b90a-4479-902f-38f9febe2f27,['fname.png'],[122007]
2002,urn:isogeo:metadata:uuid:05ce111c-bf59-4b0b-8b5e-decc00c54bbb,[],[]
2003,9e602bb0-f9c5-47f5-a58a-403c4d23558f,['map_passengercruiseship_q4_time.png'],[567749]
2004,429c71c8-7aee-42f2-bc8a-0474385ed026,['fname.png'],[776506]
2005,74f72665-27fd-4812-8f9b-0dca5919fd4d,['generalcargoship_time.png'],[1082587]
2006,a0f1c01a-d632-48f4-81f1-25f36dd6ce24,[],[]
2007,9cad8d0a-6088-4cb4-b0fc-86b561007719,[],[]
2008,oai:search-data.ubfc.fr:FR-18008901306731-2015-07-06-20,[],[]
2009,oai:search-data.ubfc.fr:FR-18008901306731-2021-07-21,[],[]
2010,1fc0fde1-cbb2-48b2-86d5-f280474773ce,[],[]
2011,3ea62f32-c23a-4bd1-b8b9-121e206f906f,"['2009_13_70008_s.png', 'carteSolsAptitude1970.png', 'carteSolsAptitude1970_s.png']","[51837, 1001691, 60279]"
2012,daa8b3c4-2be8-489c-8773-f9313c027726,"['ecobio_28.png', 'ecobio_28_s.png']","[1660873, 81546]"
2013,78d84d1e-6c9b-443f-bb15-8bc86d792396,['Guadeloupe_Interdiction_crabe_cirique_2013_WGS84.zip'],[45199]
2014,87aa6c06-8b8f-4972-9ca7-6d6a19e9744a,['MNT_LOCMARIA-PLOUZANE_Plage_Porsmilin.jpg'],[862214]
2015,9ca83f18-5809-4e6d-ad69-216c6942edaf,['b169.png'],[511646]
2016,61d8f029-f5b7-4cbc-9c4a-f058706eff3c,['CharnieT4.jpg'],[1875633]
2017,3b156d45-f21b-49bc-9286-136acc0cd5a9,[],[]
2018,5442acb1-6819-4195-9c49-f5771786d81a,[],[]
2019,5000bf97-652e-4cef-863e-572d0cbceac3,['ProfA_Talbert.zip'],[783312]
2020,40e777c3-6f65-49f1-83ac-aaec2a53be9e,[],[]
2021,4c23cebf-bf13-4808-ad16-8c193cf61639,"['Lim_OHMBMP.jpg', 'Lim_OHMBMP_s.png']","[33104, 13082]"
2022,metadata_modza,[],[]
2023,157a918f-536e-4afe-a0cc-9179d8cf5fd4,['Yar_98.zip'],[977595]
2024,8f568f5d-f63d-4d80-9077-eba09962f8f3,['bulkcarrier_q1_time.png'],[734934]
2025,7b541c8d-7c40-465a-b446-1fa443ca9edd,['Test1.jpeg'],[511114]
2026,a87263e4-e732-4f63-b948-c7a848bd03f0,"['vignetteLIDARPDR2013.png', 'vignetteLIDARPDR2013_s.png']","[1303268, 72978]"
2027,51a31c9a-23a2-4366-8ae0-855090065f9b,['cablelayer_speed.png'],[18392]
2028,88bb9361-9207-47bc-b42a-60b5ffb0dfcb,[],[]
2029,474debd7-c0a7-4dd8-be45-7cde11915a06,[],[]
2030,1be1535e-9d56-4518-8dfa-f0945d2233df,"['ortho1953.png', 'ortho1953_100px.png']","[700461, 12161]"
2031,633b0493-2397-4d0f-a15a-62e77ffe69af,['image.png'],[3453]
2032,oai:search-data.ubfc.fr:FR-18008901306731-2016-02-15-20,[],[]
2033,042f7e2c-38fc-4fd9-8b8b-c1e1b20a8559,"['vignetteLIDARMON.png', 'vignetteLIDARMON_s.png']","[654575, 30041]"
2034,85f921f5-822f-4011-a329-09d2179256a9,['Capture.png'],[2950715]
2035,e55ca6a4-2a3f-4b0a-99d6-f7e814b71541,['Ouvrages_cote.zip'],[13907]
2036,2157ce49-75a7-4b1a-8c9c-2639fe8b5ec2,['Child7.jpg'],[895404]
2037,524a0cb8-f554-4907-90e9-7e3d2eed2b2a,['donnees_tabulaires_2.png'],[12199]
2038,63a43a3f-7568-456f-b60f-b7caf1d7045a,['navigation_leg2.png'],[167151]
2039,72488793-1374-48dc-9236-fb8b29f3c7f0,[],[]
2040,0f1ff107-0e09-4bfd-accc-0e38616cfd55,[],[]
2041,d312e5a7-03d4-4ba3-ba90-a945a51702ec,[],[]
2042,43681e22-07b9-4bf0-b300-fb45085f4320,[],[]
2043,938b856c-f55b-4c78-a4e5-54ec9d9bdaae,['OcSolAgri.jpg'],[13935]
2044,4ab5eddb-6964-44aa-bfd6-85dfdbd4c682,[],[]
2045,1198a30c-0278-4a7c-ab10-8b7ca0c6137d,['b199.png'],[124853]
2046,4b4a3db7-7d56-4eab-9129-d3e233668028,[],[]
2047,FR-130005457-201808290955-2014_OCS_Limites_Etude_LIVE_Rohrschollen_L1,[],[]
2048,cb57fc1b-3c91-4151-9c46-b57e71bfafab,['map_tankers_q1_time.png'],[2223060]
2049,055b6c46-64ba-4415-bb7f-de9830353aa5,[],[]
2050,faceaeaa-9253-4964-bf5b-f4153d57261b,[],[]
2051,6f31b8a8-3e9f-462b-a91b-9ba9c0338d4a,['map_tankers_q4_speed.png'],[3674145]
2052,0c802acb-4add-42bc-94f0-7127b7f6df0a,[],[]
2053,ee19974d-36a4-4803-89a5-2637eb6d58d9,[],[]
2054,337c2aa5-a41e-453d-8941-efce5cdaa8eb,"['FR-180089013-CAROZZA4078741782-07.jpg', 'FR-180089013-CAROZZA4078741782-07s.jpg']","[111780, 22107]"
2055,fb19e604-5240-44aa-9c2c-19b35773a32a,[],[]
2056,d81bd7a4-ee2a-4363-b662-f6f05cde2372,[],[]
2057,6ba36530-e78c-4df8-be7a-4156a2014456,['Mnt_DGPS_CO.zip'],[145253]
2058,0ef61ff2-6cef-46e5-b700-a0f1a9c9903b,[],[]
2059,bc7da3be-19c7-403c-b6e9-af62d32f7444,['b119.png'],[51178]
2060,c576777c-eeae-4334-8e96-2eb2e7711d5f,[],[]
2061,001dc181-eef7-45a7-b294-f49da5ef3521,[],[]
2062,0c66fd8f-4b54-450f-b336-c6a76569516c,[],[]
2063,1aee30b3-f8d7-4510-abb9-f82c8be0e091,['2021-07-19_Canut2_RGB.png'],[2005379]
2064,e18d598b-b5b6-4271-9735-e5124ee85d01,['orsso_card.png'],[16636]
2065,b93ca54d-2e83-45d0-a6e9-ad4c16418402,[],[]
2066,5d1d7e93-d961-42df-b289-4fa3f9a6edee,['pointcloud_Porsmilin.png'],[306881]
2067,34d81586-1382-45b9-9762-4c78fc3f0db0,[],[]
2068,3625ae9a-00a1-43d6-a774-cb9eb09a1011,['20200917_PointCloud_PorzhKoubou_L93_mergedCloudCompare.zip'],[838365928]
2069,6c09e16c-9b5b-4029-a7fe-3e35cfa56eee,['2009_13_70086_s.jpg'],[23013]
2070,199984e2-c3bd-46a1-a126-47e8d93c4657,[],[]
2071,14599398-294c-4bb6-afbe-bd6578db6232,['b302.png'],[140134]
2072,9a870f9e-043b-4746-8be7-490d133a0880,[],[]
2073,8b2bc9c3-f4f9-466e-8ec7-07bcb1519537,[],[]
2074,oai:search-data.ubfc.fr:FR-18008901306731-2016-01-25,[],[]
2075,dba1b947-dbb8-4688-9a5f-7596db0a88ee,['ecobio_4.png'],[898382]
2076,45ad8721-58a5-4e66-9d92-d51088e0c604,[],[]
2077,96aaca15-94ba-4fff-8e4e-c02487b76f3a,[],[]
2078,4ef96777-89bb-4fd8-9730-c621559010ff,[],[]
2079,35fa130c-d3f2-4122-b840-9c67324215ef,[],[]
2080,6364a28a-8467-41fb-a2f3-f02a59c52f76,['110530_gopayet.png'],[91430]
2081,a6af0fc8-678d-4927-9693-cbfdb588131e,[],[]
2082,fede6362-f625-4407-b054-2b35a58a6b8a,[],[]
2083,1e4c94a7-3694-4a7b-9017-feb723f955cd,['fname.png'],[417070]
2084,cbf664f1-cf41-418d-b267-f8f56ee57af8,[],[]
2085,717ea616-149a-4a97-8f0e-f80bfa4abcba,[],[]
2086,22ae68d0-8ec5-471c-85d9-203cc8101066,[],[]
2087,3e5ebf6e-dd58-487f-9b74-9298ed2c9ef3,['image.png'],[628]
2088,40d845aa-95ce-40ef-848a-c873b52f3f39,['1729.png'],[1246560]
2089,27afe4e7-392f-4383-a2a6-454473c6c197,[],[]
2090,a05c12ea-8349-40cc-8f23-fc3b5b79f768,"['Repere crue.png', 'profil en long.png', 'vignetteChenal.png', 'vignetteChenal_s.png']","[1988859, 62509, 1276174, 69759]"
2091,b628ead3-4dfe-4f71-9fdd-4fadf4520d78,[],[]
2092,c9549b25-c36b-4bb0-9311-4899cefe7eb7,[],[]
2093,bf17835d-3bd4-4787-b705-d3000dbdb86a,[],[]
2094,436bd920-d7c3-4740-8ed1-db4d775cd9d9,['livestockcarrier_speed.png'],[32582]
2095,26d93a11-6399-469a-8750-1bca2ef71934,[],[]
2096,56de1aae-b7a6-4f28-8ff8-d64ac2cabdf4,['Vigne enherbée.jpg'],[194625]
2097,oai:search-data.ubfc.fr:FR-18008901306731-2017-01-26-05,[],[]
2098,d5651848-318b-4545-a6fb-1e618032b8e7,['gt_ref_pol_met_4326_chaire_facade_maritime_2021.zip'],[1827774]
2099,5a38e56f-46c1-4833-83cf-4968047421b4,[],[]
2100,oai:search-data.ubfc.fr:FR-18008901306731-2017-01-26-06,[],[]
2101,oai:search-data.ubfc.fr:FR-18008901306731-2017-01-26-03,[],[]
2102,oai:search-data.ubfc.fr:FR-18008901306731-2017-01-26-02,[],[]
2103,10e0b8d1-beef-4808-893d-7ad577a50bf5,"['06-62-100px.png', '06-62.png']","[16837, 453469]"
2104,e83a9974-4ca1-4195-a976-4e1ffd20f990,[],[]
2105,992d282d-cb01-4e7b-a71e-673f887b7cfa,['2011_13_70052_s.jpg'],[25476]
2106,a48fa1b3-1d53-48f6-af01-1059de03cbf5,"['ZH_2010.zip', 'fname.png', 'zones_humides_bassies_800px.png']","[104149, 606669, 794849]"
2107,e237291e-dfdb-4c69-9632-c6c4c53afb85,['Capture.png'],[2445229]
2108,524c16dc-1a88-4b3a-a5d0-589b8388703c,[],[]
2109,ada99774-bf8e-423e-b6ba-ad966d71a91b,[],[]
