,Store,Entrepot,Ids,Titre et auteurs,Uri,Type,Type de document,Date de production
235,HAL, Zone atelier Loire,3360308,"Isabelle Charpentier, Hossam Elouati, Hugo Kelhetter, Daniil Kudriashov, Hélène Blanchoud, et al.. Joint exploration of agriculture-water quality links through the hybrid serious game Exp'Eau. 1st OZCAR-TERENO international meeting : Advancing Critical Zone Science, Oct 2021, Strasbourg, France. ⟨hal-03319283⟩",https://hal.science/hal-03319283v1,file,POSTER,2021
236,HAL, Zone atelier bassin du Rhône,3360308,"Isabelle Charpentier, Hossam Elouati, Hugo Kelhetter, Daniil Kudriashov, Hélène Blanchoud, et al.. Joint exploration of agriculture-water quality links through the hybrid serious game Exp'Eau. 1st OZCAR-TERENO international meeting : Advancing Critical Zone Science, Oct 2021, Strasbourg, France. ⟨hal-03319283⟩",https://hal.science/hal-03319283v1,file,POSTER,2021
237,HAL, Zone atelier Armorique,3360308,"Isabelle Charpentier, Hossam Elouati, Hugo Kelhetter, Daniil Kudriashov, Hélène Blanchoud, et al.. Joint exploration of agriculture-water quality links through the hybrid serious game Exp'Eau. 1st OZCAR-TERENO international meeting : Advancing Critical Zone Science, Oct 2021, Strasbourg, France. ⟨hal-03319283⟩",https://hal.science/hal-03319283v1,file,POSTER,2021
238,HAL, Zone atelier Loire,3338015,"David Maffre, Jérémie Riquier. Redynamisation de la Loire Forézienne : principes directeurs et protocole de suivi d’une expérimentation grandeur nature. Séminaire de la Zone Atelier Loire ""Dynamique hydrosédimentaire au sein du bassin de la Loire : Quantification et modélisation de la charge de fond"", Sep 2021, En ligne, France. ⟨hal-03338015⟩",https://hal.science/hal-03338015v1,notice,COMM,2021
239,HAL, Zone atelier environnementale urbaine,3334795,"Ingrid Falk, Isabelle Charpentier. Insights into the French socio-ecological research network through Natural Language Processing. 2021. ⟨hal-03334795⟩",https://hal.science/hal-03334795v1,file,UNDEFINED,2021
240,HAL, Zone atelier Plaine et Val de Sèvre,3332067,"Sabrina Gaba, Vincent Bretagnolle. Designing multifunctional and resilient agricultural landscapes: lessons from long-term monitoring of biodiversity and land use. Hurford C.; Wilson P.; Storkey J. The changing status of arable habitats in Europe, Springer International Publishing, pp.203-224, 2020, 978-3-030-59874-7. ⟨10.1007/978-3-030-59875-4_14⟩. ⟨hal-03332067⟩",https://hal.science/hal-03332067v1,notice,COUV,2020
241,HAL, Zone atelier Pyrénées Garonne,3313241,"A. Probst. Impacts du changement climatique et des activités anthropiques sur les cycles biogéochimiques du carbone et de l’azote dans les hydrosystèmes karstiques.. Assemblée Générale annuelle de la Zone Atelier Pyrénées-Garonne (ZA PYGAR), Dec 2018, Toulouse, France. ⟨hal-03313241⟩",https://hal.science/hal-03313241v1,notice,COMM,2018
242,HAL, Zone atelier Plaine et Val de Sèvre,3239176,"François Munoz, Guillaume Fried, Laura Armengot, Bérenger Bourgeois, Vincent Bretagnolle, et al.. Ecological Specialization and Rarity of Arable Weeds: Insights from a Comprehensible Survey in France. Plants, 2020, 9 (7), pp.824. ⟨10.3390/plants9070824⟩. ⟨hal-02886083⟩",https://hal.science/hal-02886083v1,file,ART,2020
243,HAL, Zone atelier Alpes,3238491,"Yoan Paillet, Nicolas Debaive, Eugénie Cateau, Vincent Augé, Virginie Girard Girard, et al.. Sentinel forests: a network for analyzing interactions between climate, humans and forest ecosystems in France. Governing and Managing forest for multiple ecosystem services across the globe, Feb 2020, Bonn, Germany. ⟨hal-03238491⟩",https://hal.science/hal-03238491v1,notice,COMM,2020
244,HAL, Zone atelier Alpes,3238318,"Yoan Paillet, Nicolas Debaive, Eugénie Cateau, Vincent Augé, Virginie Girard Girard, et al.. L’observatoire des forêts sentinelles : un réseau d’analyse des interactions entre climat, humains et écosystèmes forestiers. Journées ZAA-SDA 2020, Nov 2020, Grenoble, France. ⟨hal-03238318⟩",https://hal.science/hal-03238318v1,notice,COMM,2020
245,HAL, Zone atelier Plaine et Val de Sèvre,3230615,"Bérenger Bourgeois, François Munoz, Sabrina Gaba, Pierre Denelle, Guillaume Fried, et al.. Functional biogeography of weeds reveals how anthropogenic management blurs trait–climate relationships. Journal of Vegetation Science, 2021, 32 (2), pp.1-12. ⟨10.1111/jvs.12999⟩. ⟨hal-03230615⟩",https://hal.science/hal-03230615v1,notice,ART,2021
246,HAL, Zone atelier Armorique,3212876,"Vincent Dubreuil, Frédéric Clain, François Leprince. Vers une ville climato-intelligente : L’IOT au service du suivi des îlots de chaleur urbain. [Rapport Technique] LETG-Rennes-COSTEL; Zone Atelier Armorique. 2021. ⟨halshs-03212876⟩",https://shs.hal.science/halshs-03212876v1,notice,REPORT,2021
247,HAL, Zone atelier Plaine et Val de Sèvre,3206364,"Thomas Perrot, Adrien Rusch, Camille Coux, Sabrina Gaba, Vincent Bretagnolle. Proportion of grassland at landscape scale drives natural pest control services in agricultural landscapes. Frontiers in Ecology and Evolution, 2021, 9, pp.607023. ⟨10.3389/fevo.2021.607023⟩. ⟨hal-03206364⟩",https://hal.science/hal-03206364v1,notice,ART,2021
248,HAL, Zone atelier Pyrénées Garonne,3199693,"Julien Blanco, Anne Sourdril, Marc Deconchat, Cécile C. Barnaud, Magali San Cristobal, et al.. How farmers feel about trees: Perceptions of ecosystem services and disservices associated with rural forests in southwestern France. Ecosystem Services, 2020, 42, pp.101066. ⟨10.1016/j.ecoser.2020.101066⟩. ⟨hal-02458040⟩",https://hal.science/hal-02458040v1,file,ART,2020
249,HAL, Zone atelier environnementale urbaine,3154090,I Charpentier. XGeoTiles: Tiling watersheds with hexagons for serious games. 2021. ⟨hal-03154090⟩,https://hal.science/hal-03154090v1,file,UNDEFINED,2021
250,HAL, Zone atelier bassin du Rhône,3148913,"Frédéric Liébault, Mathieu Cassel, Hugo Jantzi, Sandrine Tacon, Nicolas Talaska. Régime sédimentaire et morphologie des rivières en tresses alpines et méditerranéennes 
Contribution du Cemagref Grenoble au projet typologie des rivières en tresses du bassin RMC. [Rapport de recherche] CEMAGREF GRENOBLE. 2010, pp.27. ⟨hal-03148913⟩",https://hal.science/hal-03148913v1,file,REPORT,2010
251,HAL, Zone atelier Brest Iroise,3148551,"Emeline Le Goff, Anne Kergourlay, Yvan Pailler, Pierre Stéphan. Dynamiques de peuplement en mer d’Iroise (Finistère) : apport des analyses spatiales à l’étude des sites archéologiques datés du Néolithique à l’Age du Fer. Séminaire de la Zone Atelier Brest-Iroise « Dynamiques d’occupation humaines et paléoenvironnements », Jun 2016, Plouzané, France. ⟨hal-03148551⟩",https://hal.science/hal-03148551v1,notice,COMM,2016
252,HAL, Zone atelier Brest Iroise,3148545,"Jean-François Cudennec, Yves-Marie Paulet, Pierre Stéphan, Jacques Grall, Yvan Pailler. Les coquilles de patelles anciennes comme sources de connaissances paléoenvironnementales et ethnoarchéologiques : le cas de l’amas coquillier de l’île de Béniguet en mer d’Iroise. Séminaire de la Zone Atelier Brest-Iroise « Dynamiques d’occupation humaines et paléoenvironnements », Jun 2016, Plouzane, France. ⟨hal-03148545⟩",https://hal.science/hal-03148545v1,notice,COMM,2016
253,HAL, Zone atelier Brest Iroise,3148537,"Pierre Stéphan, Marine Paul, Henri Gandois, Axel Ehrhold, Nicolas Le Dantec, et al.. Etude géo-archéologique des pêcheries du Finistère : premiers résultats et perspectives. Séminaire de la Zone Atelier Brest-Iroise « Dynamiques d’occupation humaines et paléoenvironnements », Jun 2016, Plouzané, France. ⟨hal-03148537⟩",https://hal.science/hal-03148537v1,notice,COMM,2016
254,HAL, Zone atelier Pyrénées Garonne,3138477,"A. Malagnino, P. Marchand, M. Garel, B. Cargnelutti, C. Itty, et al.. Do reproductive constraints or experience drive age-dependent space use in two large herbivores?. Animal Behaviour, 2021, 172, pp.121-133. ⟨10.1016/j.anbehav.2020.12.004⟩. ⟨hal-03138477⟩",https://hal.inrae.fr/hal-03138477v1,notice,ART,2021
255,HAL, Zone atelier Armorique,3132923,"A Alignier, Benjamin Bergerot, T Houët, A Langlais-Hesse, J Nabucet. Trajectoires des systèmes bocagers du nord de la Zone Atelier Armorique : approche chrono-systémique des déterminants de la relation de l'Homme à la haie. 5e colloque des Zones Ateliers, Nov 2020, Blois, France. ⟨hal-03132923⟩",https://hal.science/hal-03132923v1,file,POSTER,2020
256,HAL, Zone atelier Armorique,3100241,"Anne-Antonella Serra, Ivan Couée, Anne‐kristel Bittebière, Aude Ernoult, Cendrine Mony, et al.. Réponses du compartiment végétal aux contaminations multiples résiduelles de pesticides au sein des bandes enherbées. Colloque Biennal des Zones Ateliers, Oct 2015, Paris, France. ⟨hal-03100241⟩",https://univ-rennes.hal.science/hal-03100241v1,notice,COMM,2015
257,HAL, Zone atelier Plaine et Val de Sèvre,3047061,"Juliette Rabdeau. Impacts des activités anthropiques sur le comportement et les traits d’histoire de vie d’une espèce patrimoniale. Sciences agricoles. Université de La Rochelle, 2019. Français. ⟨NNT : 2019LAROS032⟩. ⟨tel-03047061⟩",https://theses.hal.science/tel-03047061v1,file,THESE,2019
258,HAL, Zone atelier Plaine et Val de Sèvre,3043451,"Bérenger Bourgeois, Sabrina Gaba, Christine Plumejeaud, Vincent Bretagnolle. Weed diversity is driven by complex interplay between multi-scale dispersal and local filtering. Proceedings of the Royal Society B: Biological Sciences, 2020, 287 (1930), pp.20201118. ⟨10.1098/rspb.2020.1118⟩. ⟨hal-03043451⟩",https://hal.science/hal-03043451v1,notice,ART,2020
259,HAL, Zone atelier Pyrénées Garonne,3040239,"Julien Blanco, Clémence Moreau, Chloé Guerbois, Cécile Barnaud, Pierre-Cyril Renaud, et al.. La biodiversité, une ressource mais aussi un fardeau ? Intérêt et limites des notions de services et disservices écosystémiques pour
repenser les interactions nature sociétés et la trajectoire des socio-écosystèmes. 5e colloque des Zones Ateliers-CNRS, Nov 2020, En visio, France. ⟨hal-03040239⟩",https://hal.science/hal-03040239v1,annex,COMM,2020
260,HAL, Zone atelier Hwange,3040239,"Julien Blanco, Clémence Moreau, Chloé Guerbois, Cécile Barnaud, Pierre-Cyril Renaud, et al.. La biodiversité, une ressource mais aussi un fardeau ? Intérêt et limites des notions de services et disservices écosystémiques pour
repenser les interactions nature sociétés et la trajectoire des socio-écosystèmes. 5e colloque des Zones Ateliers-CNRS, Nov 2020, En visio, France. ⟨hal-03040239⟩",https://hal.science/hal-03040239v1,annex,COMM,2020
261,HAL, Zone atelier Plaine et Val de Sèvre,3029443,"Olivier Pays, Pierrick Blanchard, Simon Chamaillé-Jammes, Marion Valeix, Andrew J Loveridge, et al.. Disentangling the roles of bottom-up and top-down drivers in the trade-off between food acquisition and safety in prey with multiple predators. Functional Ecology, 2021, 35 (2), pp.435-449. ⟨10.1111/1365-2435.13710⟩. ⟨hal-03029443⟩",https://hal.science/hal-03029443v1,file,ART,2021
262,HAL, Zone atelier environnementale urbaine,3026168,"Isabelle Charpentier, Lise Pinault. L'île du Rohrschollen : un socio-éco-techno-système naturel ?. 2020. ⟨hal-03026168⟩",https://hal.science/hal-03026168v1,file,OTHER,2020
263,HAL, Zone atelier Hwange,3025138,"David Rozen-Rechels, Hugo Valls-Fox, Cheryl Tinashe Mabika, Simon Chamaillé-Jammes. Temperature as a constraint on the timing and duration of African elephant foraging trips. Journal of Mammalogy, 2020, ⟨10.1093/jmammal/gyaa129⟩. ⟨hal-03025138⟩",https://hal.science/hal-03025138v1,file,ART,2020
264,HAL, Zone atelier Pyrénées Garonne,3016347,"Annie Ouin, Jean-Luc Probst, Jean-Pierre del Corso, James Desaegher, Vanessa dos Santos, et al.. Couplage de modèles agro-hydrologique, agro-écologique et économique pour déterminer les paysages agricoles assurant le meilleur compromis entre services écosystémiques. 2000-2020, 20 ans de Recherche du réseau des Zones Ateliers, Nov 2020, En ligne, France. pp.110-111. ⟨hal-03016347⟩",https://hal.science/hal-03016347v1,annex,COMM,2020
265,HAL, Zone atelier Hwange,3016344,"Hugo Jantzi, Jean-Michel Carozza, Jean-Luc Probst. Ajustements géomorphologiques et formation de seuils rocheux en moyenne Garonne sous l’effet des extractions de granulats : exemple du site de Beauzelle (sud-ouest, France). 5e colloque des Zones Ateliers – CNRS 2000-2020, 20 ans de recherche du Réseau des Zones Ateliers, Nov 2020, Blois, France. pp.83-84. ⟨hal-03016344⟩",https://hal.science/hal-03016344v1,annex,COMM,2020
266,HAL, Zone atelier Pyrénées Garonne,3016337,"Eva Vrech, Francesco Ulloa-Cedamanos, Claire Marais-Sicre, Eric Maire, Jean-Luc Probst, et al.. Occupation des sols et évolution des paysages sur un bassin versant karstique du territoire Pyrénées-Garonne depuis le milieu du 20ème siècle : rôle potentiel sur la pCO2 des sols et de la qualité des eaux.. 5e colloque des Zones Ateliers – CNRS 2000-2020, 20 ans de recherche du Réseau des Zones Ateliers, Nov 2020, Blois, France. pp.152-153. ⟨hal-03016337⟩",https://hal.science/hal-03016337v1,annex,COMM,2020
267,HAL, Zone atelier Hwange,3015293,"Florent Rumiano, Elodie Wielgus, Eve Miguel, Simon Chamaillé-Jammes, Hugo Valls-Fox, et al.. Remote Sensing of Environmental Drivers Influencing the Movement Ecology of Sympatric Wild and Domestic Ungulates in Semi-Arid Savannas, a Review. Remote Sensing, 2020, 12 (19), pp.33-53. ⟨10.3390/rs12193218⟩. ⟨hal-02980590⟩",https://hal.inrae.fr/hal-02980590v1,file,ART,2020
268,HAL, Zone atelier Pyrénées Garonne,3012496,"Vanessa dos Santos, Sabine Simeoni-Sauvage, David Sheeren, James Desaegher, Thierry Camboulive, et al.. Evolution de la qualité des eaux de surface en réponse à différents scénarios d’organisation des paysages agricoles en Gascogne : approche par modélisation agro-hydrologique.. 5e colloque des Zones Atelier - CNRS : 2000-2020, 20 ans de recherche du réseau des Zones Ateliers, Nov 2020, En ligne, France. pp.51-52. ⟨hal-03012496⟩",https://hal.science/hal-03012496v1,annex,COMM,2020
269,HAL, Zone atelier environnementale urbaine,3004346,"Isabelle Charpentier, Nadège Blond, Isabelle Combroux, Sandrine Glatron, Laurence Grandchamp, et al.. Is there any room for a long term socio-ecological research on green roofs ?. European International Conference on Transforming Urban Systems, Jun 2019, Strasbourg, France. ⟨hal-03004346⟩",https://hal.science/hal-03004346v1,notice,POSTER,2019
270,HAL, Zone atelier environnementale urbaine,3004326,"Isabelle Charpentier, Yamen Al Habash, Damien Bailleul, Jean Yves Georges. Computer-assisted assessment of biodiversity in Strasbourg Eurometropolis (France): the case of exotic freshwater turtles. European International Conference on Transforming Urban Systems, Jun 2019, Strasbourg, France. ⟨hal-03004326⟩",https://hal.science/hal-03004326v1,notice,COMM,2019
271,HAL, Zone atelier Plaine et Val de Sèvre,3002043,"Alberto Prado, Fabrice Requier, Didier Crauser, Yves Le Conte, Vincent Bretagnolle, et al.. Honeybee lifespan: the critical role of pre-foraging stage. Royal Society Open Science, 2020, 7 (11), pp.200998. ⟨10.1098/rsos.200998⟩. ⟨hal-03002043⟩",https://hal.inrae.fr/hal-03002043v1,file,ART,2020
272,HAL, Zone atelier environnementale urbaine,2992392,"Cédric Domenico Viviani, Sylvie Dousset, Isabelle Charpentier. Les étangs-réservoirs de la Ligne Maginot Aquatique, un socio-écosystème durable ?. 5ème colloque des Zones Ateliers-CNRS - 2020, Nov 2020, Tours, France. ⟨hal-02992392⟩",https://hal.science/hal-02992392v1,file,POSTER,2020
273,HAL, Zone atelier environnementale urbaine,2992362,"Lise Pinault, Isabelle Charpentier, Sandrine Glatron. L’Ile du Rohrschollen : Réserve naturelle ou socio-éco-techno-système ?. 5ème colloque des Zones Ateliers-CNRS - 2020, Nov 2020, Tours, France. ⟨hal-02992362⟩",https://hal.science/hal-02992362v1,file,POSTER,2020
274,HAL, Zone atelier environnementale urbaine,2992357,"Isabelle Charpentier. ZATimeline: Visualizing SES trajectory data on a timeline. 5ème colloque des Zones Ateliers-CNRS - 2020, Nov 2020, Tours, France. ⟨hal-02992357⟩",https://hal.science/hal-02992357v1,annex,COMM,2020
275,HAL, Zone atelier environnementale urbaine,2983642,"Paul Bois, Jean-Nicolas Beisel, Carine Heitz, Léa Katinka, Julien Laurent, et al.. Integrated Blue and Green Corridor Restoration in Strasbourg: Green Toads, Citizens, and Long-Term Issues. EcoWISE-Innovative Approaches to Socio-Ecological Sustainability, pp.151-169, 2019, ⟨10.1007/978-981-13-0149-0_9⟩. ⟨hal-02983642⟩",https://hal.inrae.fr/hal-02983642v1,notice,COUV,2019
276,HAL, Zone atelier bassin du Rhône,2961828,"Joël Jolivet, Jordan Ré-Bahuaud, Hervé Chapuis, Frédéric Paran, Didier Graillot. Approche par traçages artificiels sur l’interfluve Cèze-Ardèche. Karstologia, 2020, 75, pp.33 à 40. ⟨emse-02955189⟩",https://hal-emse.ccsd.cnrs.fr/emse-02955189v1,file,ART,2020
277,HAL, Zone atelier Pyrénées Garonne,2934896,"Ellen Aikens, Atle Mysterud, Jerod Merkle, Francesca Cagnacci, Inger Maren Rivrud, et al.. Wave-like Patterns of Plant Phenology Determine Ungulate Movement Tactics. Current Biology - CB, 2020, 30 (17), pp.3444-3449. ⟨10.1016/j.cub.2020.06.032⟩. ⟨hal-02934896⟩",https://hal.science/hal-02934896v1,notice,ART,2020
278,HAL, Zone atelier Alpes,2933264,"Gaëlle Ronsin. Composer des relations entre ""science"" et ""gestion de la nature"" : ethnographie des frontières, casquettes et controverses dans les conseils scientifiques. Sociologie. Université Grenoble Alpes, 2018. Français. ⟨NNT : 2018GREAH037⟩. ⟨tel-02933264⟩",https://theses.hal.science/tel-02933264v1,file,THESE,2018
279,HAL, Zone atelier Hwange,2917348,"Elodie Wielgus, Daniel Cornélis, Michel Garine‐wichatitsky, Bradley Cain, Hervé Fritz, et al.. Are fission–fusion dynamics consistent among populations? A large‐scale study with Cape buffalo. Ecology and Evolution, 2020, pp.1-18. ⟨10.1002/ece3.6608⟩. ⟨hal-02917348⟩",https://hal.inrae.fr/hal-02917348v1,file,ART,2020
280,HAL, Zone atelier Armorique,2899875,"Isabelle Lebert, Albert Agoulon, Suzanne Bastian, Alain Butet, Bruno Cargnelutti, et al.. Distribution of ticks, tick-borne pathogens and the associated local environmental factors including small mammals and livestock, in two French agricultural sites: the OSCAR database. Biodiversity Data Journal, 2020, 8, pp.e50123. ⟨10.3897/BDJ.8.e50123⟩. ⟨hal-02746245⟩",https://univ-rennes.hal.science/hal-02746245v1,file,ART,2020
281,HAL, Zone atelier Pyrénées Garonne,2898178,"Quentin Petitjean, Séverine Jean, Jessica Côte, Thibaut Larcher, Frédéric Angelier, et al.. Direct and indirect effects of multiple environmental stressors on fish health in human-altered rivers. Science of the Total Environment, 2020, 742, pp.140657. ⟨10.1016/j.scitotenv.2020.140657⟩. ⟨hal-02898178⟩",https://hal.inrae.fr/hal-02898178v1,file,ART,2020
282,HAL, Zone Atelier Seine,2894943,"Pierre Labadie, Soline Alligant, Thierry Berthe, Hélène Budzinski, Aurélie Bigot-Clivot, et al.. Contaminants of emerging concern in the Seine river basin: Overview of recent research. Nicolas Flipo; Pierre Labadie; Laurence Lestel. The Seine River Basin, 90, Springer, pp.355-380, 2021, The Handbook of Environmental Chemistry, 978-3-030-54259-7. ⟨10.1007/698_2019_381⟩. ⟨hal-02894943⟩",https://hal.science/hal-02894943v1,file,COUV,2021
283,HAL, Zone atelier Armorique,2893962,"Caroline Cieslik, Emmanuelle Hellier, Jean Nabucet, Solene Croci, Alain Butet. The urban wasteland, spatial expression of a transition of uses : cross-media contributions art, ecology and geography. Urban wastelands - Les friches urbaines : une forme de nature en ville ?, UMR CITERES, CNRS, UNiversité de Tours, Polytech Tours, May 2020, Tours, France. ⟨halshs-02893962⟩",https://shs.hal.science/halshs-02893962v1,annex,COMM,2020
284,HAL, Zone atelier Plaine et Val de Sèvre,2868447,"Sabrina Gaba, Vincent Bretagnolle. Social–ecological experiments to foster agroecological transition. People and Nature, 2020, 2 (2), pp.317-327. ⟨10.1002/pan3.10078⟩. ⟨hal-02868447⟩",https://hal.science/hal-02868447v1,notice,ART,2020
285,HAL, Zone atelier Armorique,2807321,"Rémi Duflot, Stéphanie Aviron, Aude Ernoult, Françoise Burel. Biodiversité et paysages agricoles. Brèves de la Zone Atelier Armorique. 2012. ⟨hal-02807321⟩",https://hal.inrae.fr/hal-02807321v1,file,OTHER,2012
286,HAL, Zone atelier Armorique,2807220,"Esther Laurens, Camille Puech, Jacques Baudry, Alexandre Joannon, Stéphanie Aviron. Conduite du Blé d’hiver en Bretagne : diversité des pratiques agricoles  - Brèves de la Zone Atelier Armorique. 2012, 4 p. ⟨hal-01458679⟩",https://hal.science/hal-01458679v1,file,OTHER,2012
287,HAL, Zone atelier Plaine et Val de Sèvre,2806373,"Axel A. Decourtye, Fabrice Allier, Pierrick Aupinel. Abeilles et systèmes agricoles de grandes cultures : Polinov étudie les interactions pour concevoir des systèmes de cultures innovants. Colloque Polinov, Nov 2012, Poitiers, France. ACTA, le réseau des instituts des filières animales et végétales, 36 p., 2012, 978-2-85794-276-4. ⟨hal-02806373⟩",https://hal.inrae.fr/hal-02806373v1,file,PROCEEDINGS,2012
288,HAL, Zone atelier Armorique,2805787,"Camille Puech, Jacques Baudry, Stéphanie Aviron. Conduite du blé d’hiver en Ille-et Vilaine : Lien entre pratiques agricoles et auxiliaires. Brèves de la Zone Atelier Armorique. 2013, 2 p. ⟨hal-01458680⟩",https://hal.science/hal-01458680v1,file,OTHER,2013
289,HAL, Zone atelier Loire,2804470,"E. Lambert, Jacques J. Haury, Yolaine Delaunay, Julie Coudreuse. Les jussies dans la Basse-Loire et ses affluents : conséquences sur la biodiversité. Séminaire de la Zone Atelier Loire. La biodiversité du bassin versant de la Loire : facteurs déterminants et interactions, Jun 2011, Tours, France. ⟨hal-02804470⟩",https://hal.inrae.fr/hal-02804470v1,notice,COMM,2011
290,HAL, Zone atelier Plaine et Val de Sèvre,2800251,"Gaëtane Le Provost, Laura Henckel, Yoann Le Bagousse-Pinguet, Cyrille Violle, Isabelle Badenhausser, et al.. Land use legacy on functional trait diversity across trophic levels. 5. International EcoSummit 2016. Ecological Sustainability: Engineering Change, Aug 2016, Montpellier, France. ⟨hal-02800251⟩",https://hal.inrae.fr/hal-02800251v1,file,COMM,2016
291,HAL, Zone atelier Armorique,2799381,"Audrey Alignier, Claudine Thenail. Les plantes des bordures de champs: que nous apprennent-elles ?. Repas des agriculteurs de la Zone Atelier Armorique, May 2015, Vieux-Viel, France. 6 p. ⟨hal-01210115⟩",https://hal.science/hal-01210115v1,file,COMM,2015
292,HAL, Zone atelier Armorique,2798783,"Yann Fillatre, Jacques Baudry, Audrey Alignier. Effet de l’hétérogénéité des paysages agricoles sur les communautés végétales. 3e colloque biennal des Zones Ateliers, Oct 2015, Paris, France. ⟨hal-01458629⟩",https://hal.science/hal-01458629v1,file,COMM,2015
293,HAL, Zone atelier Armorique,2790561,Solène Marteau. Impacts des éléments du paysage sur les communautés végétales des haies. Biodiversité et Ecologie. 2017. ⟨hal-02790561⟩,https://hal.inrae.fr/hal-02790561v1,file,MEM,2017
294,HAL, Zone atelier Plaine et Val de Sèvre,2788508,"Dimitry Wintermantel, Jean Francois Odoux, Vincent Bretagnolle. L’effet de l’agriculture biologique sur les colonies d’abeilles domestiques. 5. Journées de la Recherche Apicole, Institut Technique et Scientifique de l'Apiculture et de la Pollinisation (ITSAP-Institut de l'Abeille). Paris, FRA., Feb 2017, Paris, France. ⟨hal-01608229⟩",https://hal.science/hal-01608229v1,file,COMM,2017
295,HAL, Zone atelier Alpes,2788457,"Christine Plumejeaud-Perreau, Hector Linyer, Cécile Pignol, Sébastien Cipiere, Eric Quinton, et al.. QR-CODE PROJECT : Towards better traceability of field sampling data. International Long Term Ecological Research Network (ILTER) & Zones Ateliers & Critical Zone Observatory Networks (LTER-France) Joint conference, Oct 2017, Nantes, France. , 1 p., 2017. ⟨hal-02788457⟩",https://hal.inrae.fr/hal-02788457v1,file,POSTER,2017
296,HAL, Zone atelier Armorique,2788422,"Stéphanie Aviron, Augustine Perrin, Alexandre Joannon. Contrôle biologique des ravageurs sur céréales en agriculture biologique et conventionnelle. Restitutions et échanges. Journée de restitution et d'échanges auprès des agriculteurs du site observatoire Ille et Vilaine Sud de la Zone atelier Armorique, 2017, Crevin, France. ⟨hal-02788422⟩",https://hal.inrae.fr/hal-02788422v1,notice,COMM,2017
297,HAL, Zone atelier Armorique,2787679,Paul Savary. Analyse de la dynamique pluriannuelle des assemblages d’espèces de carabes en réponse à l’évolution du paysage et de sa gestion. Biodiversité et Ecologie. 2017. ⟨hal-02787679⟩,https://hal.inrae.fr/hal-02787679v1,file,MEM,2017
298,HAL, Zone atelier Armorique,2787508,"Maxime Planes. Influence de la connectivité et de sa dynamique sur les patrons de diversité actuels des communautés végétales boisées exprimées et potentielles. [Stage] France. Université de Rennes 1 (UR1), FRA. 2019, 41 p. ⟨hal-02787508⟩",https://hal.inrae.fr/hal-02787508v1,file,REPORT,2019
299,HAL, Zone atelier Plaine et Val de Sèvre,2750176,"Vincent Bretagnolle, Pierrick Aupinel, Jean Francois Odoux, Mickaël Henry. Présentation de la zone atelier ""Plaine et Val de Sèvre"". Colloque Polinov, Institut National de Recherche Agronomique (INRA). UE Unité expérimentale Entomologie (1255)., Nov 2012, Poitiers, France. 36 p. ⟨hal-02750176⟩",https://hal.inrae.fr/hal-02750176v1,file,COMM,2012
300,HAL, Zone atelier Loire,2746327,"Stéphane Rodrigues, Coraline Wintenberger, Sylvain Chamaillard, Franck F. Brignolas, Jean-Paul Bakyono, et al.. La végétation comme paramètre structurant de l’édification sédimentaire des îles de Loire : exemple du laboratoire grandeur nature de Mareau-aux-prés. Séminaire de la Zone Atelier Loire. La biodiversité du bassin versant de la Loire : facteurs déterminants et interactions, Université François Rabelais (Tours). Tours, FRA., Jun 2011, Tours, France. ⟨hal-02746327⟩",https://hal.inrae.fr/hal-02746327v1,file,COMM,2011
301,HAL, Zone atelier Plaine et Val de Sèvre,2743741,"Thomas Perrot, Sabrina Gaba, Jean-Luc Gauthier, Marylin Roncoroni, Alexis Saintilan, et al.. Experimental assessment of insect pollination on rape seed yield in real field conditions demonstrates positive effect of wild bees. Sfécologie-2016, International Conference of Ecological Sciences, Société Française d'Ecologie (SFE). FRA., Oct 2016, Marseille, France. ⟨hal-01607803⟩",https://hal.science/hal-01607803v1,file,COMM,2016
302,HAL, Zone atelier Armorique,2742696,"Valérie Viaud, Marine Lacoste, Didier Michot, Christian Walter. Landscape patterns and soil organic carbon stocks in agricultural bocage landscapes. EGU, European Geosciences Union, General Assembly 2014, Apr 2014, Vienne, Austria. ⟨hal-01209237⟩",https://hal.science/hal-01209237v1,file,COMM,2014
303,HAL, Zone atelier Plaine et Val de Sèvre,2737205,"Juliette Rabdeau, Isabelle Badenhausser, Jérôme Moreau, Vincent Bretagnolle, Karine Monceau. Effet des observateurs sur les réponses comportementales des poussins de busard cendré lors de suivis en conditions naturelles. 48. Colloque de la Société Française pour l'Étude du Comportement Animal (Sfeca), Jun 2018, Rennes, France. 124 p. ⟨hal-02737205⟩",https://hal.inrae.fr/hal-02737205v1,file,COMM,2018
304,HAL, Zone atelier Plaine et Val de Sèvre,2737134,"Juliette Rabdeau, Isabelle Badenhausser, Jérôme Moreau, Vincent Bretagnolle, Karine Monceau. The effects of the identity of the experimenters on the behavioural response of Montagu’s harrier chicks during field monitoring. International Conference on Ecological Sciences (Sfécologie 2018), Oct 2018, Rennes, France. 825 p. ⟨hal-02737134⟩",https://hal.inrae.fr/hal-02737134v1,file,COMM,2018
